#               step           E_total_1           E_total_2           E_total_3           E_total_4           E_total_5           E_total_6           E_total_7           E_total_8 
#                                      J                   J                   J                   J                   J                   J                   J                   J 
               447 -1.308109356301e-18 -1.306163994052e-18 -1.295352309071e-18 -1.255712904109e-18 -1.228369357599e-18 -1.273345897621e-18 -1.312493561928e-18 -1.327104000000e-18 
               448 -1.308109356301e-18 -1.306163975546e-18 -1.295352315798e-18 -1.255713162280e-18 -1.228369352325e-18 -1.273346066988e-18 -1.312493656920e-18 -1.327104000000e-18 
               449 -1.308109356301e-18 -1.306163962945e-18 -1.295352320357e-18 -1.255713337152e-18 -1.228369348626e-18 -1.273346181793e-18 -1.312493721337e-18 -1.327104000000e-18 
               450 -1.308109356301e-18 -1.306163922783e-18 -1.295352334859e-18 -1.255713892355e-18 -1.228369336640e-18 -1.273346546642e-18 -1.312493926118e-18 -1.327104000000e-18 
               451 -1.308109356301e-18 -1.306163877915e-18 -1.295352351035e-18 -1.255714508271e-18 -1.228369322879e-18 -1.273346950610e-18 -1.312494153052e-18 -1.327104000000e-18 
               452 -1.308109356301e-18 -1.306160678563e-18 -1.295353485141e-18 -1.255757557341e-18 -1.228368245939e-18 -1.273375425989e-18 -1.312510167553e-18 -1.327104000000e-18 
               453 -1.308109356301e-18 -1.306160663729e-18 -1.295353501809e-18 -1.255758151819e-18 -1.228368280256e-18 -1.273375481551e-18 -1.312510199017e-18 -1.327104000000e-18 
               454 -1.308109356301e-18 -1.306160650722e-18 -1.295353505920e-18 -1.255758247764e-18 -1.228368270767e-18 -1.273375519788e-18 -1.312510224527e-18 -1.327104000000e-18 
               455 -1.308109356301e-18 -1.306160637458e-18 -1.295353509642e-18 -1.255758332965e-18 -1.228368259752e-18 -1.273375557994e-18 -1.312510250173e-18 -1.327104000000e-18 
               456 -1.308109356301e-18 -1.306160588762e-18 -1.295353522891e-18 -1.255758644074e-18 -1.228368219141e-18 -1.273375697255e-18 -1.312510343683e-18 -1.327104000000e-18 
               457 -1.308109356301e-18 -1.306160560246e-18 -1.295353530067e-18 -1.255758824027e-18 -1.228368195877e-18 -1.273375777657e-18 -1.312510397680e-18 -1.327104000000e-18 
               458 -1.308109356301e-18 -1.306160428205e-18 -1.295353561643e-18 -1.255759650609e-18 -1.228368089124e-18 -1.273376146598e-18 -1.312510645525e-18 -1.327104000000e-18 
               459 -1.308109356301e-18 -1.306160379921e-18 -1.295353570483e-18 -1.255759941685e-18 -1.228368051800e-18 -1.273376276114e-18 -1.312510732656e-18 -1.327104000000e-18 
               460 -1.308109356301e-18 -1.306160077899e-18 -1.295353619313e-18 -1.255761730290e-18 -1.228367819374e-18 -1.273377072832e-18 -1.312511269216e-18 -1.327104000000e-18 
               461 -1.308109356301e-18 -1.306160058073e-18 -1.295353620435e-18 -1.255761839837e-18 -1.228367806550e-18 -1.273377121460e-18 -1.312511301985e-18 -1.327104000000e-18 
               462 -1.308109356301e-18 -1.306160039915e-18 -1.295353621013e-18 -1.255761937205e-18 -1.228367793893e-18 -1.273377164724e-18 -1.312511331269e-18 -1.327104000000e-18 
               463 -1.308109356301e-18 -1.306160026389e-18 -1.295353621331e-18 -1.255762008947e-18 -1.228367784464e-18 -1.273377196727e-18 -1.312511352942e-18 -1.327104000000e-18 
               464 -1.308109356301e-18 -1.306159981326e-18 -1.295353622147e-18 -1.255762246565e-18 -1.228367753148e-18 -1.273377302885e-18 -1.312511424853e-18 -1.327104000000e-18 
               465 -1.308109356301e-18 -1.306159952911e-18 -1.295353622164e-18 -1.255762394089e-18 -1.228367733695e-18 -1.273377368869e-18 -1.312511469583e-18 -1.327104000000e-18 
               466 -1.308109356301e-18 -1.306158109232e-18 -1.295353602731e-18 -1.255771847363e-18 -1.228366480020e-18 -1.273381609261e-18 -1.312514345736e-18 -1.327104000000e-18 
               467 -1.308109356301e-18 -1.306158093080e-18 -1.295353592059e-18 -1.255771902289e-18 -1.228366477621e-18 -1.273381625868e-18 -1.312514357463e-18 -1.327104000000e-18 
               468 -1.308109356301e-18 -1.306158079452e-18 -1.295353582559e-18 -1.255771929414e-18 -1.228366473933e-18 -1.273381639421e-18 -1.312514367268e-18 -1.327104000000e-18 
               469 -1.308109356301e-18 -1.306158065883e-18 -1.295353573028e-18 -1.255771955203e-18 -1.228366470206e-18 -1.273381652825e-18 -1.312514376983e-18 -1.327104000000e-18 
               470 -1.308109356301e-18 -1.306157086712e-18 -1.295352881685e-18 -1.255773793083e-18 -1.228366202166e-18 -1.273382614314e-18 -1.312515074310e-18 -1.327104000000e-18 
               471 -1.308109356301e-18 -1.306157029958e-18 -1.295352827821e-18 -1.255773823088e-18 -1.228366197630e-18 -1.273382650924e-18 -1.312515101645e-18 -1.327104000000e-18 
               472 -1.308109356301e-18 -1.306156989792e-18 -1.295352789361e-18 -1.255773843663e-18 -1.228366196211e-18 -1.273382677074e-18 -1.312515120851e-18 -1.327104000000e-18 
               473 -1.308109356301e-18 -1.306156962304e-18 -1.295352762766e-18 -1.255773856976e-18 -1.228366195690e-18 -1.273382694645e-18 -1.312515133713e-18 -1.327104000000e-18 
               474 -1.308109356301e-18 -1.306156915725e-18 -1.295352717374e-18 -1.255773878170e-18 -1.228366195008e-18 -1.273382724024e-18 -1.312515155176e-18 -1.327104000000e-18 
               475 -1.308109356301e-18 -1.306156863628e-18 -1.295352666106e-18 -1.255773899977e-18 -1.228366195060e-18 -1.273382756532e-18 -1.312515178780e-18 -1.327104000000e-18 
               476 -1.308109356301e-18 -1.306155667799e-18 -1.295351475152e-18 -1.255774285770e-18 -1.228366207463e-18 -1.273383491776e-18 -1.312515710070e-18 -1.327104000000e-18 
               477 -1.308109356301e-18 -1.306155652686e-18 -1.295351458140e-18 -1.255774341423e-18 -1.228366218418e-18 -1.273383500297e-18 -1.312515714322e-18 -1.327104000000e-18 
               478 -1.308109356301e-18 -1.306155637791e-18 -1.295351439778e-18 -1.255774332027e-18 -1.228366223163e-18 -1.273383507094e-18 -1.312515718242e-18 -1.327104000000e-18 
               479 -1.308109356301e-18 -1.306155616935e-18 -1.295351413993e-18 -1.255774318377e-18 -1.228366229712e-18 -1.273383516531e-18 -1.312515723683e-18 -1.327104000000e-18 
               480 -1.308109356301e-18 -1.306155432384e-18 -1.295351185060e-18 -1.255774193131e-18 -1.228366287314e-18 -1.273383599745e-18 -1.312515771494e-18 -1.327104000000e-18 
               481 -1.308109356301e-18 -1.306155350905e-18 -1.295351081211e-18 -1.255774125284e-18 -1.228366313477e-18 -1.273383635998e-18 -1.312515791446e-18 -1.327104000000e-18 
               482 -1.308109356301e-18 -1.306155188860e-18 -1.295350872056e-18 -1.255773984805e-18 -1.228366368612e-18 -1.273383706640e-18 -1.312515829598e-18 -1.327104000000e-18 
               483 -1.308109356301e-18 -1.306155163863e-18 -1.295350839612e-18 -1.255773962784e-18 -1.228366379269e-18 -1.273383719756e-18 -1.312515836028e-18 -1.327104000000e-18 
               484 -1.308109356301e-18 -1.306155138698e-18 -1.295350806415e-18 -1.255773938883e-18 -1.228366388964e-18 -1.273383731092e-18 -1.312515841780e-18 -1.327104000000e-18 
               485 -1.308109356301e-18 -1.306155121909e-18 -1.295350784194e-18 -1.255773922707e-18 -1.228366395496e-18 -1.273383738647e-18 -1.312515845585e-18 -1.327104000000e-18 
               486 -1.308109356301e-18 -1.306155043025e-18 -1.295350679573e-18 -1.255773845894e-18 -1.228366426403e-18 -1.273383774150e-18 -1.312515863380e-18 -1.327104000000e-18 
               487 -1.308109356301e-18 -1.306155026378e-18 -1.295350657282e-18 -1.255773829034e-18 -1.228366433158e-18 -1.273383781667e-18 -1.312515867064e-18 -1.327104000000e-18 
               488 -1.308109356301e-18 -1.306154743115e-18 -1.295350277239e-18 -1.255773539672e-18 -1.228366548887e-18 -1.273383909675e-18 -1.312515929504e-18 -1.327104000000e-18 
               489 -1.308109356301e-18 -1.306154723338e-18 -1.295350249822e-18 -1.255773516808e-18 -1.228366557953e-18 -1.273383918752e-18 -1.312515933583e-18 -1.327104000000e-18 
               490 -1.308109356301e-18 -1.306154636626e-18 -1.295350129348e-18 -1.255773415661e-18 -1.228366597993e-18 -1.273383958606e-18 -1.312515951396e-18 -1.327104000000e-18 
               491 -1.308109356301e-18 -1.306154621214e-18 -1.295350107739e-18 -1.255773397183e-18 -1.228366605347e-18 -1.273383965744e-18 -1.312515954510e-18 -1.327104000000e-18 
               492 -1.308109356301e-18 -1.306154569884e-18 -1.295350035644e-18 -1.255773335097e-18 -1.228366629954e-18 -1.273383989549e-18 -1.312515964851e-18 -1.327104000000e-18 
               493 -1.308109356301e-18 -1.306154537941e-18 -1.295349990540e-18 -1.255773295769e-18 -1.228366645539e-18 -1.273384004436e-18 -1.312515971228e-18 -1.327104000000e-18 
               494 -1.308109356301e-18 -1.306138479155e-18 -1.295327277957e-18 -1.255753231456e-18 -1.228374487484e-18 -1.273391471222e-18 -1.312519147401e-18 -1.327104000000e-18 
               495 -1.308109356301e-18 -1.306138454172e-18 -1.295327202880e-18 -1.255753201219e-18 -1.228374559417e-18 -1.273391499822e-18 -1.312519143243e-18 -1.327104000000e-18 
               496 -1.308109356301e-18 -1.306138433264e-18 -1.295327137813e-18 -1.255753080111e-18 -1.228374610749e-18 -1.273391521835e-18 -1.312519139522e-18 -1.327104000000e-18 
               497 -1.308109356301e-18 -1.306138412413e-18 -1.295327072847e-18 -1.255752954704e-18 -1.228374661481e-18 -1.273391543870e-18 -1.312519135907e-18 -1.327104000000e-18 
               498 -1.308109356301e-18 -1.306136939439e-18 -1.295322486188e-18 -1.255744117131e-18 -1.228378242619e-18 -1.273393111983e-18 -1.312518887281e-18 -1.327104000000e-18 
               499 -1.308109356301e-18 -1.306136898422e-18 -1.295322363851e-18 -1.255743913071e-18 -1.228378340717e-18 -1.273393181708e-18 -1.312518895169e-18 -1.327104000000e-18 
               500 -1.308109356301e-18 -1.306136853760e-18 -1.295322230590e-18 -1.255743691174e-18 -1.228378446883e-18 -1.273393257469e-18 -1.312518903681e-18 -1.327104000000e-18 
               501 -1.308109356301e-18 -1.306136818796e-18 -1.295322126388e-18 -1.255743518595e-18 -1.228378530019e-18 -1.273393317355e-18 -1.312518910662e-18 -1.327104000000e-18 
               502 -1.308109356301e-18 -1.306134941504e-18 -1.295316537397e-18 -1.255734297576e-18 -1.228382990374e-18 -1.273396555064e-18 -1.312519298343e-18 -1.327104000000e-18 
               503 -1.308109356301e-18 -1.306134895406e-18 -1.295316407114e-18 -1.255734130664e-18 -1.228383098581e-18 -1.273396666523e-18 -1.312519325718e-18 -1.327104000000e-18 
               504 -1.308109356301e-18 -1.306134859440e-18 -1.295316305574e-18 -1.255734000242e-18 -1.228383182440e-18 -1.273396753899e-18 -1.312519347407e-18 -1.327104000000e-18 
               505 -1.308109356301e-18 -1.306134832920e-18 -1.295316230731e-18 -1.255733904066e-18 -1.228383243937e-18 -1.273396818430e-18 -1.312519363475e-18 -1.327104000000e-18 
               506 -1.308109356301e-18 -1.306134748391e-18 -1.295315992296e-18 -1.255733597922e-18 -1.228383439405e-18 -1.273397024518e-18 -1.312519414970e-18 -1.327104000000e-18 
               507 -1.308109356301e-18 -1.306134630070e-18 -1.295315659198e-18 -1.255733172818e-18 -1.228383711439e-18 -1.273397315434e-18 -1.312519488685e-18 -1.327104000000e-18 
               508 -1.308109356301e-18 -1.306133411772e-18 -1.295312232781e-18 -1.255728732582e-18 -1.228386482554e-18 -1.273400335841e-18 -1.312520255170e-18 -1.327104000000e-18 
               509 -1.308109356301e-18 -1.306133391129e-18 -1.295312183999e-18 -1.255728814952e-18 -1.228386545532e-18 -1.273400405652e-18 -1.312520288606e-18 -1.327104000000e-18 
               510 -1.308109356301e-18 -1.306133370306e-18 -1.295312127526e-18 -1.255728755678e-18 -1.228386591847e-18 -1.273400464463e-18 -1.312520306346e-18 -1.327104000000e-18 
               511 -1.308109356301e-18 -1.306133347076e-18 -1.295312064512e-18 -1.255728689466e-18 -1.228386643369e-18 -1.273400530037e-18 -1.312520326042e-18 -1.327104000000e-18 
               512 -1.308109356301e-18 -1.306132914235e-18 -1.295310891237e-18 -1.255727461020e-18 -1.228387602970e-18 -1.273401754142e-18 -1.312520694360e-18 -1.327104000000e-18 
               513 -1.308109356301e-18 -1.306132801723e-18 -1.295310590335e-18 -1.255727169332e-18 -1.228387851506e-18 -1.273402084123e-18 -1.312520796974e-18 -1.327104000000e-18 
               514 -1.308109356301e-18 -1.306132546054e-18 -1.295309906758e-18 -1.255726504536e-18 -1.228388406375e-18 -1.273402833057e-18 -1.312521027910e-18 -1.327104000000e-18 
               515 -1.308109356301e-18 -1.306132521935e-18 -1.295309844934e-18 -1.255726458056e-18 -1.228388464895e-18 -1.273402912538e-18 -1.312521057478e-18 -1.327104000000e-18 
               516 -1.308109356301e-18 -1.306132497785e-18 -1.295309781070e-18 -1.255726399767e-18 -1.228388517456e-18 -1.273402985342e-18 -1.312521080784e-18 -1.327104000000e-18 
               517 -1.308109356301e-18 -1.306132477305e-18 -1.295309726946e-18 -1.255726350389e-18 -1.228388561967e-18 -1.273403047170e-18 -1.312521100603e-18 -1.327104000000e-18 
               518 -1.308109356301e-18 -1.306131934280e-18 -1.295308292757e-18 -1.255725045917e-18 -1.228389741204e-18 -1.273404688660e-18 -1.312521627477e-18 -1.327104000000e-18 
               519 -1.308109356301e-18 -1.306131903792e-18 -1.295308213536e-18 -1.255724980424e-18 -1.228389806367e-18 -1.273404784209e-18 -1.312521659192e-18 -1.327104000000e-18 
               520 -1.308109356301e-18 -1.306131613496e-18 -1.295307459851e-18 -1.255724361339e-18 -1.228390426670e-18 -1.273405695450e-18 -1.312521962178e-18 -1.327104000000e-18 
               521 -1.308109356301e-18 -1.306131580649e-18 -1.295307375295e-18 -1.255724296482e-18 -1.228390496636e-18 -1.273405800324e-18 -1.312521997609e-18 -1.327104000000e-18 
               522 -1.308109356301e-18 -1.306131538255e-18 -1.295307266271e-18 -1.255724212567e-18 -1.228390586530e-18 -1.273405935884e-18 -1.312522043487e-18 -1.327104000000e-18 
               523 -1.308109356301e-18 -1.306131517887e-18 -1.295307213962e-18 -1.255724172652e-18 -1.228390629622e-18 -1.273406001167e-18 -1.312522065629e-18 -1.327104000000e-18 
               524 -1.308109356301e-18 -1.306131461804e-18 -1.295307070012e-18 -1.255724062874e-18 -1.228390748157e-18 -1.273406181107e-18 -1.312522126723e-18 -1.327104000000e-18 
               525 -1.308109356301e-18 -1.306131439738e-18 -1.295307013470e-18 -1.255724020210e-18 -1.228390794711e-18 -1.273406252120e-18 -1.312522150901e-18 -1.327104000000e-18 
               526 -1.308109356301e-18 -1.306121524647e-18 -1.295281647006e-18 -1.255704978484e-18 -1.228411652431e-18 -1.273438147625e-18 -1.312533023330e-18 -1.327104000000e-18 
               527 -1.308109356301e-18 -1.306121435016e-18 -1.295281495966e-18 -1.255705231408e-18 -1.228411777819e-18 -1.273438612806e-18 -1.312533238136e-18 -1.327104000000e-18 
               528 -1.308109356301e-18 -1.306121412240e-18 -1.295281458653e-18 -1.255705335089e-18 -1.228411812659e-18 -1.273438731224e-18 -1.312533292650e-18 -1.327104000000e-18 
               529 -1.308109356301e-18 -1.306121395412e-18 -1.295281430644e-18 -1.255705391972e-18 -1.228411836505e-18 -1.273438818213e-18 -1.312533332833e-18 -1.327104000000e-18 
               530 -1.308109356301e-18 -1.306121377204e-18 -1.295281400244e-18 -1.255705448529e-18 -1.228411861796e-18 -1.273438912163e-18 -1.312533376277e-18 -1.327104000000e-18 
               531 -1.308109356301e-18 -1.306121297086e-18 -1.295281266571e-18 -1.255705697063e-18 -1.228411972784e-18 -1.273439325207e-18 -1.312533567310e-18 -1.327104000000e-18 
               532 -1.308109356301e-18 -1.306118252779e-18 -1.295276204419e-18 -1.255715086397e-18 -1.228416138018e-18 -1.273454951485e-18 -1.312540800391e-18 -1.327104000000e-18 
               533 -1.308109356301e-18 -1.306118162165e-18 -1.295276073475e-18 -1.255715350351e-18 -1.228416229286e-18 -1.273455348165e-18 -1.312540989445e-18 -1.327104000000e-18 
               534 -1.308109356301e-18 -1.306118113779e-18 -1.295276003666e-18 -1.255715495059e-18 -1.228416280679e-18 -1.273455560146e-18 -1.312541090010e-18 -1.327104000000e-18 
               535 -1.308109356301e-18 -1.306118088754e-18 -1.295275967999e-18 -1.255715570540e-18 -1.228416307582e-18 -1.273455670429e-18 -1.312541142947e-18 -1.327104000000e-18 
               536 -1.308109356301e-18 -1.306118068726e-18 -1.295275939199e-18 -1.255715629269e-18 -1.228416328292e-18 -1.273455757602e-18 -1.312541184499e-18 -1.327104000000e-18 
               537 -1.308109356301e-18 -1.306118052082e-18 -1.295275915244e-18 -1.255715677546e-18 -1.228416345428e-18 -1.273455829872e-18 -1.312541218927e-18 -1.327104000000e-18 
               538 -1.308109356301e-18 -1.306117941001e-18 -1.295275755388e-18 -1.255715999129e-18 -1.228416459762e-18 -1.273456311645e-18 -1.312541448432e-18 -1.327104000000e-18 
               539 -1.308109356301e-18 -1.306117891163e-18 -1.295275683760e-18 -1.255716142513e-18 -1.228416511085e-18 -1.273456526200e-18 -1.312541550640e-18 -1.327104000000e-18 
               540 -1.308109356301e-18 -1.306117337070e-18 -1.295274887283e-18 -1.255717700421e-18 -1.228417076888e-18 -1.273458902479e-18 -1.312542682923e-18 -1.327104000000e-18 
               541 -1.308109356301e-18 -1.306117321165e-18 -1.295274865244e-18 -1.255717772671e-18 -1.228417095522e-18 -1.273458968785e-18 -1.312542714306e-18 -1.327104000000e-18 
               542 -1.308109356301e-18 -1.306117305307e-18 -1.295274842594e-18 -1.255717815693e-18 -1.228417111388e-18 -1.273459034168e-18 -1.312542745476e-18 -1.327104000000e-18 
               543 -1.308109356301e-18 -1.306117279380e-18 -1.295274805561e-18 -1.255717885820e-18 -1.228417137271e-18 -1.273459140912e-18 -1.312542796361e-18 -1.327104000000e-18 
               544 -1.308109356301e-18 -1.306116749748e-18 -1.295274049215e-18 -1.255719313161e-18 -1.228417664771e-18 -1.273461317016e-18 -1.312543833731e-18 -1.327104000000e-18 
               545 -1.308109356301e-18 -1.306116699089e-18 -1.295273977096e-18 -1.255719441544e-18 -1.228417713961e-18 -1.273461517478e-18 -1.312543929254e-18 -1.327104000000e-18 
