#               step          distance_1          distance_2          distance_3          distance_4          distance_5          distance_6          distance_7 
#                                                                                                                                                                
              1034 +6.788975381895e+00 +6.766964978745e+00 +6.626809622001e+00 +6.555383888870e+00 +6.500723575421e+00 +6.494781161997e+00 +6.514685823395e+00 
              1035 +6.785516967240e+00 +6.761364828313e+00 +6.626135080494e+00 +6.557259762352e+00 +6.504507555989e+00 +6.495149437327e+00 +6.512367086519e+00 
              1036 +6.784560385486e+00 +6.759939949100e+00 +6.625989471981e+00 +6.558406682991e+00 +6.505640336191e+00 +6.495304329931e+00 +6.511796291210e+00 
              1037 +6.783366013824e+00 +6.758193996345e+00 +6.625767402011e+00 +6.558655213327e+00 +6.507019350377e+00 +6.495515239998e+00 +6.511106119448e+00 
              1038 +6.782999546233e+00 +6.757669909853e+00 +6.625701702622e+00 +6.559331925746e+00 +6.507431990514e+00 +6.495585936754e+00 +6.510902695978e+00 
              1039 +6.782578630890e+00 +6.757072046719e+00 +6.625624800188e+00 +6.559631852368e+00 +6.507904691735e+00 +6.495669374046e+00 +6.510671929082e+00 
              1040 +6.782175148695e+00 +6.756503171259e+00 +6.625550328413e+00 +6.559919232655e+00 +6.508355388010e+00 +6.495751528895e+00 +6.510453850226e+00 
              1041 +6.703703390497e+00 +6.645603808971e+00 +6.612687148184e+00 +6.615945358360e+00 +6.597157865940e+00 +6.512387839394e+00 +6.469052907843e+00 
              1042 +6.689063824646e+00 +6.643085224097e+00 +6.608136663289e+00 +6.624415289455e+00 +6.603103824529e+00 +6.524723589403e+00 +6.474884911368e+00 
              1043 +6.688437077563e+00 +6.642748086024e+00 +6.606600998297e+00 +6.623994314562e+00 +6.603073539838e+00 +6.525097965836e+00 +6.475221284552e+00 
              1044 +6.688009576218e+00 +6.642581540880e+00 +6.606275338777e+00 +6.625526010331e+00 +6.603265169830e+00 +6.525400537415e+00 +6.475468546963e+00 
              1045 +6.687584896009e+00 +6.642438325454e+00 +6.606198362118e+00 +6.625946031334e+00 +6.603538113449e+00 +6.525720503820e+00 +6.475721564888e+00 
              1046 +6.687098347880e+00 +6.642272496469e+00 +6.606105159505e+00 +6.626314339054e+00 +6.603838839003e+00 +6.526087711979e+00 +6.476013438119e+00 
              1047 +6.683475728624e+00 +6.641024747707e+00 +6.605393783416e+00 +6.628623408764e+00 +6.605993691172e+00 +6.528828111798e+00 +6.478204158221e+00 
              1048 +6.681702957348e+00 +6.640357425185e+00 +6.605010524917e+00 +6.628721236075e+00 +6.606768420169e+00 +6.530177030808e+00 +6.479338438393e+00 
              1049 +6.679688073914e+00 +6.639575850055e+00 +6.604712415472e+00 +6.629761047295e+00 +6.607751232083e+00 +6.531709277259e+00 +6.480661082537e+00 
              1050 +6.679345979506e+00 +6.639438174537e+00 +6.604621188695e+00 +6.629846079420e+00 +6.607910439526e+00 +6.531967226072e+00 +6.480891991228e+00 
              1051 +6.679002816893e+00 +6.639300005544e+00 +6.604563159593e+00 +6.629930522016e+00 +6.608084790686e+00 +6.532228488775e+00 +6.481124693519e+00 
              1052 +6.678515365571e+00 +6.639102691017e+00 +6.604485294207e+00 +6.630067919011e+00 +6.608332711935e+00 +6.532599799446e+00 +6.481456770237e+00 
              1053 +6.636987209506e+00 +6.622504046038e+00 +6.598448023642e+00 +6.643357619955e+00 +6.629637070978e+00 +6.564482494917e+00 +6.510059565630e+00 
              1054 +6.636016815007e+00 +6.621717535438e+00 +6.599131096329e+00 +6.645842534058e+00 +6.630268432703e+00 +6.565285037298e+00 +6.511296717508e+00 
              1055 +6.635346415704e+00 +6.621186655899e+00 +6.599202158534e+00 +6.645046993585e+00 +6.630740186921e+00 +6.565848749473e+00 +6.512154178739e+00 
              1056 +6.634933085299e+00 +6.620860412976e+00 +6.599353446595e+00 +6.645261356492e+00 +6.631017736735e+00 +6.566201500140e+00 +6.512684232089e+00 
              1057 +6.634578689619e+00 +6.620582160168e+00 +6.599466966643e+00 +6.645346991552e+00 +6.631253781126e+00 +6.566506268474e+00 +6.513139483516e+00 
              1058 +6.634359846706e+00 +6.620411055357e+00 +6.599534568762e+00 +6.645398714723e+00 +6.631398611178e+00 +6.566695652472e+00 +6.513421033569e+00 
              1059 +6.633712490423e+00 +6.619906323263e+00 +6.599731807204e+00 +6.645548053540e+00 +6.631825631529e+00 +6.567258096546e+00 +6.514254797956e+00 
              1060 +6.633207509318e+00 +6.619515365294e+00 +6.599879014400e+00 +6.645655213233e+00 +6.632154855211e+00 +6.567701754464e+00 +6.514907136528e+00 
              1061 +6.599973036910e+00 +6.594480754423e+00 +6.609614008879e+00 +6.653304178362e+00 +6.653864676689e+00 +6.597400524440e+00 +6.558284024937e+00 
              1062 +6.599837422096e+00 +6.594427880116e+00 +6.609442196489e+00 +6.653290985196e+00 +6.653829049121e+00 +6.597629651174e+00 +6.558512026241e+00 
              1063 +6.599720466890e+00 +6.594390713920e+00 +6.609382618957e+00 +6.653295313982e+00 +6.653831699886e+00 +6.597831326820e+00 +6.558710350473e+00 
              1064 +6.599605844700e+00 +6.594354301295e+00 +6.609329834436e+00 +6.653305391075e+00 +6.653836721777e+00 +6.598028938775e+00 +6.558905813500e+00 
              1065 +6.594163324875e+00 +6.592666063828e+00 +6.607012069636e+00 +6.653855165435e+00 +6.654166636634e+00 +6.607444193798e+00 +6.568259575041e+00 
              1066 +6.592461529303e+00 +6.591927706793e+00 +6.608642403459e+00 +6.654333094301e+00 +6.655520706149e+00 +6.610220434871e+00 +6.572140294634e+00 
              1067 +6.591101971657e+00 +6.591370633469e+00 +6.608975700634e+00 +6.653062953820e+00 +6.656010740404e+00 +6.612586142625e+00 +6.575497576760e+00 
              1068 +6.591012889982e+00 +6.591296294958e+00 +6.608605809065e+00 +6.655124738842e+00 +6.655919614731e+00 +6.612709363195e+00 +6.575724896703e+00 
              1069 +6.590926280740e+00 +6.591261544308e+00 +6.608649226990e+00 +6.654994682197e+00 +6.655971247030e+00 +6.612864542442e+00 +6.575954992947e+00 
              1070 +6.590840745617e+00 +6.591227799207e+00 +6.608692366597e+00 +6.654866606158e+00 +6.656017647873e+00 +6.613018766044e+00 +6.576183441317e+00 
              1071 +6.590507916098e+00 +6.591097539355e+00 +6.608857005134e+00 +6.654529136011e+00 +6.656184895608e+00 +6.613621517053e+00 +6.577076981958e+00 
              1072 +6.590283398810e+00 +6.591011369407e+00 +6.608961095844e+00 +6.654613840624e+00 +6.656271428835e+00 +6.614034460232e+00 +6.577691840479e+00 
              1073 +6.589338746995e+00 +6.590655899193e+00 +6.609395980691e+00 +6.654512700518e+00 +6.656641856183e+00 +6.615790116654e+00 +6.580316341097e+00 
              1074 +6.589267928525e+00 +6.590630602487e+00 +6.609418533282e+00 +6.654491622330e+00 +6.656660940392e+00 +6.615927413512e+00 +6.580525726694e+00 
              1075 +6.589197759107e+00 +6.590606023117e+00 +6.609446667483e+00 +6.654476829083e+00 +6.656682287212e+00 +6.616064101151e+00 +6.580734305544e+00 
              1076 +6.589123066908e+00 +6.590580016920e+00 +6.609478455718e+00 +6.654463501279e+00 +6.656705666088e+00 +6.616210154560e+00 +6.580957481992e+00 
              1077 +6.586108113133e+00 +6.589572347069e+00 +6.610819278267e+00 +6.653895042225e+00 +6.657664567409e+00 +6.622140885717e+00 +6.590034072220e+00 
              1078 +6.585963422582e+00 +6.589542106075e+00 +6.610964490382e+00 +6.653763051837e+00 +6.657718393055e+00 +6.622491711121e+00 +6.590610949225e+00 
              1079 +6.585858655559e+00 +6.589522123586e+00 +6.611031673260e+00 +6.653716485041e+00 +6.657732936802e+00 +6.622749729748e+00 +6.591037442848e+00 
              1080 +6.585812419734e+00 +6.589513560600e+00 +6.611068238902e+00 +6.653704752903e+00 +6.657741122327e+00 +6.622865147666e+00 +6.591228654474e+00 
              1081 +6.585763143800e+00 +6.589504752308e+00 +6.611107105937e+00 +6.653684909292e+00 +6.657749359755e+00 +6.622988909973e+00 +6.591433914401e+00 
              1082 +6.585721062322e+00 +6.589497441342e+00 +6.611139941894e+00 +6.653665837045e+00 +6.657755883783e+00 +6.623095278830e+00 +6.591610576069e+00 
              1083 +6.580847976675e+00 +6.588855661044e+00 +6.614994996059e+00 +6.651357587730e+00 +6.658477913237e+00 +6.635541107319e+00 +6.612311780776e+00 
              1084 +6.580867731331e+00 +6.589170336187e+00 +6.614982752877e+00 +6.649938074410e+00 +6.657883422687e+00 +6.636570866858e+00 +6.614421444082e+00 
              1085 +6.580882724272e+00 +6.589232099527e+00 +6.615267709380e+00 +6.650515924530e+00 +6.657893066861e+00 +6.636745931352e+00 +6.614800898023e+00 
              1086 +6.580889342018e+00 +6.589254871239e+00 +6.615246998936e+00 +6.650446744844e+00 +6.657853580851e+00 +6.636812435222e+00 +6.614948093148e+00 
              1087 +6.580895247883e+00 +6.589277624353e+00 +6.615274284806e+00 +6.650396659324e+00 +6.657833623305e+00 +6.636870595609e+00 +6.615072954528e+00 
              1088 +6.580901499516e+00 +6.589301075559e+00 +6.615307370756e+00 +6.650355978016e+00 +6.657813979006e+00 +6.636929839922e+00 +6.615199989091e+00 
              1089 +6.580926655800e+00 +6.589392537942e+00 +6.615440774664e+00 +6.650217960977e+00 +6.657735802067e+00 +6.637158971218e+00 +6.615691651309e+00 
              1090 +6.580944991421e+00 +6.589452199024e+00 +6.615527428236e+00 +6.650148385763e+00 +6.657678020207e+00 +6.637303653953e+00 +6.616003478938e+00 
              1091 +6.581015746333e+00 +6.589669789358e+00 +6.615800500980e+00 +6.649813011896e+00 +6.657450665229e+00 +6.637816744889e+00 +6.617113804834e+00 
              1092 +6.581039094319e+00 +6.589729845945e+00 +6.615869514898e+00 +6.649727160770e+00 +6.657384481772e+00 +6.637946655336e+00 +6.617399319936e+00 
              1093 +6.581089880509e+00 +6.589855849635e+00 +6.616002805154e+00 +6.649524653673e+00 +6.657241747595e+00 +6.638212389255e+00 +6.617986089437e+00 
              1094 +6.581101137690e+00 +6.589881819873e+00 +6.616030091029e+00 +6.649487661176e+00 +6.657213127328e+00 +6.638264651895e+00 +6.618102669530e+00 
              1095 +6.581114621693e+00 +6.589912562967e+00 +6.616062291369e+00 +6.649441776254e+00 +6.657179122802e+00 +6.638325867386e+00 +6.618239448533e+00 
              1096 +6.581133134129e+00 +6.589954149594e+00 +6.616105344463e+00 +6.649379205373e+00 +6.657132963644e+00 +6.638407733574e+00 +6.618422799536e+00 
              1097 +6.584145699757e+00 +6.596903760191e+00 +6.622979483942e+00 +6.639513487993e+00 +6.649795955432e+00 +6.651237358493e+00 +6.647286113536e+00 
              1098 +6.585569211002e+00 +6.598125495429e+00 +6.623424616517e+00 +6.638545010704e+00 +6.648352572549e+00 +6.650971968577e+00 +6.648019856947e+00 
              1099 +6.585634513030e+00 +6.598158602261e+00 +6.623228145738e+00 +6.638622001781e+00 +6.648229961094e+00 +6.650943611308e+00 +6.648046688728e+00 
              1100 +6.585695294514e+00 +6.598209988696e+00 +6.623245054972e+00 +6.638572519175e+00 +6.648172723348e+00 +6.650928002402e+00 +6.648072216528e+00 
              1101 +6.585771324454e+00 +6.598274528958e+00 +6.623262802025e+00 +6.638511228085e+00 +6.648099962004e+00 +6.650908512207e+00 +6.648103882480e+00 
              1102 +6.585893504826e+00 +6.598378285430e+00 +6.623286169095e+00 +6.638410490777e+00 +6.647981365638e+00 +6.650876920668e+00 +6.648154213147e+00 
              1103 +6.586073577623e+00 +6.598531142964e+00 +6.623317286299e+00 +6.638256870211e+00 +6.647805848583e+00 +6.650829628661e+00 +6.648227071099e+00 
              1104 +6.586367974087e+00 +6.598780709150e+00 +6.623373369579e+00 +6.638009194127e+00 +6.647521861605e+00 +6.650750558066e+00 +6.648343019724e+00 
              1105 +6.592140452772e+00 +6.603663620000e+00 +6.624590037080e+00 +6.633434620032e+00 +6.642011119236e+00 +6.649145355328e+00 +6.650517728913e+00 
              1106 +6.592216751997e+00 +6.603725011627e+00 +6.624611303901e+00 +6.633339052806e+00 +6.641944294255e+00 +6.649109987366e+00 +6.650520742459e+00 
              1107 +6.592282435738e+00 +6.603777966702e+00 +6.624629838982e+00 +6.633288166338e+00 +6.641886309851e+00 +6.649079532194e+00 +6.650523112635e+00 
              1108 +6.592346542447e+00 +6.603829633967e+00 +6.624647208346e+00 +6.633244014455e+00 +6.641829287402e+00 +6.649049720618e+00 +6.650525232080e+00 
              1109 +6.592703995905e+00 +6.604117597119e+00 +6.624739825471e+00 +6.633007709195e+00 +6.641509642503e+00 +6.648882979603e+00 +6.650535997190e+00 
              1110 +6.592896524191e+00 +6.604272335035e+00 +6.624777465489e+00 +6.632889065833e+00 +6.641333646661e+00 +6.648791562669e+00 +6.650538614341e+00 
              1111 +6.593370713287e+00 +6.604653037484e+00 +6.624860123228e+00 +6.632546772164e+00 +6.640901907606e+00 +6.648564269455e+00 +6.650540884569e+00 
              1112 +6.593462465152e+00 +6.604726436994e+00 +6.624873705661e+00 +6.632496181451e+00 +6.640818124707e+00 +6.648519289102e+00 +6.650539336413e+00 
              1113 +6.593570459854e+00 +6.604812778639e+00 +6.624889502847e+00 +6.632424456183e+00 +6.640720036665e+00 +6.648466130930e+00 +6.650537069288e+00 
              1114 +6.593632356614e+00 +6.604862222902e+00 +6.624898295571e+00 +6.632382517573e+00 +6.640663935762e+00 +6.648435516309e+00 +6.650535470123e+00 
              1115 +6.593969737917e+00 +6.605131588374e+00 +6.624945664292e+00 +6.632153475716e+00 +6.640358364365e+00 +6.648268192610e+00 +6.650525822552e+00 
              1116 +6.594118778767e+00 +6.605250243980e+00 +6.624965298223e+00 +6.632052296671e+00 +6.640223865495e+00 +6.648193175610e+00 +6.650519309440e+00 
              1117 +6.605150122361e+00 +6.614017052956e+00 +6.626408357325e+00 +6.624635608771e+00 +6.630296068152e+00 +6.642609916722e+00 +6.649967417913e+00 
              1118 +6.605204465804e+00 +6.614055043014e+00 +6.626398319059e+00 +6.624603138419e+00 +6.630251725125e+00 +6.642567624136e+00 +6.649934808174e+00 
              1119 +6.605257456668e+00 +6.614092416032e+00 +6.626392895866e+00 +6.624572754435e+00 +6.630209593456e+00 +6.642526526765e+00 +6.649902912348e+00 
              1120 +6.605311824571e+00 +6.614130716513e+00 +6.626387639898e+00 +6.624543112498e+00 +6.630166355288e+00 +6.642484307909e+00 +6.649870074363e+00 
              1121 +6.620917611523e+00 +6.625130542695e+00 +6.624988486413e+00 +6.616240581860e+00 +6.617780508753e+00 +6.630371426301e+00 +6.640421821594e+00 
              1122 +6.621011667226e+00 +6.625159296211e+00 +6.625170832999e+00 +6.616420692335e+00 +6.617695178974e+00 +6.630248229561e+00 +6.640261523401e+00 
              1123 +6.621070638470e+00 +6.625178735908e+00 +6.625243954310e+00 +6.616308246038e+00 +6.617644081886e+00 +6.630170048864e+00 +6.640160072778e+00 
              1124 +6.621119065950e+00 +6.625195105185e+00 +6.625301251042e+00 +6.616313702377e+00 +6.617603358928e+00 +6.630105461762e+00 +6.640076276866e+00 
              1125 +6.621217946408e+00 +6.625229261276e+00 +6.625405135010e+00 +6.616281117603e+00 +6.617522194202e+00 +6.629972932199e+00 +6.639904357544e+00 
              1126 +6.621282547720e+00 +6.625252442972e+00 +6.625457262798e+00 +6.616269646700e+00 +6.617471591719e+00 +6.629885488616e+00 +6.639790922012e+00 
              1127 +6.621955422725e+00 +6.625499171341e+00 +6.625912156907e+00 +6.616045546469e+00 +6.616958170892e+00 +6.628969553681e+00 +6.638601877939e+00 
              1128 +6.621996753411e+00 +6.625517262108e+00 +6.625886210132e+00 +6.616077152617e+00 +6.616935320790e+00 +6.628909727903e+00 +6.638523443684e+00 
              1129 +6.622032020893e+00 +6.625532657232e+00 +6.625865175296e+00 +6.616062224099e+00 +6.616915737865e+00 +6.628858608773e+00 +6.638456227660e+00 
              1130 +6.622058012874e+00 +6.625543965025e+00 +6.625850317324e+00 +6.616055488327e+00 +6.616901272856e+00 +6.628820876799e+00 +6.638406505683e+00 
              1131 +6.622239735059e+00 +6.625622865520e+00 +6.625749341192e+00 +6.616009322464e+00 +6.616799979516e+00 +6.628556775071e+00 +6.638057929788e+00 
              1132 +6.622627901829e+00 +6.625788713974e+00 +6.625574038871e+00 +6.615924829586e+00 +6.616581227769e+00 +6.627987766600e+00 +6.637298662020e+00 
              1133 +6.626827144213e+00 +6.627550161266e+00 +6.624216549006e+00 +6.615259449523e+00 +6.614225314844e+00 +6.621698530431e+00 +6.628721345166e+00 
              1134 +6.626834046246e+00 +6.627518954469e+00 +6.623868507122e+00 +6.615526121188e+00 +6.614133564471e+00 +6.621660592200e+00 +6.628682301776e+00 
              1135 +6.626841026527e+00 +6.627518664777e+00 +6.623851054329e+00 +6.615544036395e+00 +6.614135410245e+00 +6.621639478136e+00 +6.628644600565e+00 
              1136 +6.626850865483e+00 +6.627518147257e+00 +6.623827709957e+00 +6.615551274735e+00 +6.614138063137e+00 +6.621609591598e+00 +6.628591145571e+00 
              1137 +6.626867489454e+00 +6.627516975214e+00 +6.623790603159e+00 +6.615549537303e+00 +6.614142655065e+00 +6.621558732744e+00 +6.628500046127e+00 
              1138 +6.626896431080e+00 +6.627514043644e+00 +6.623731565315e+00 +6.615548626426e+00 +6.614150935599e+00 +6.621469045972e+00 +6.628339034486e+00 
              1139 +6.627791010189e+00 +6.627380987763e+00 +6.622120186558e+00 +6.615748456123e+00 +6.614420304902e+00 +6.618630838179e+00 +6.623224286089e+00 
              1140 +6.627786512458e+00 +6.627349615845e+00 +6.622203800661e+00 +6.615654943941e+00 +6.614434713502e+00 +6.618594448885e+00 +6.623145452736e+00 
              1141 +6.627784289687e+00 +6.627336066025e+00 +6.622229278590e+00 +6.615768896549e+00 +6.614438572783e+00 +6.618578315450e+00 +6.623110422055e+00 
              1142 +6.627782264820e+00 +6.627324431717e+00 +6.622248707507e+00 +6.615774506749e+00 +6.614443152346e+00 +6.618564295059e+00 +6.623079871533e+00 
              1143 +6.627779309142e+00 +6.627308197732e+00 +6.622272632888e+00 +6.615796544883e+00 +6.614449532869e+00 +6.618544600689e+00 +6.623036863634e+00 
              1144 +6.627772689372e+00 +6.627273974261e+00 +6.622314480519e+00 +6.615836421641e+00 +6.614463366238e+00 +6.618502728624e+00 +6.622945131617e+00 
